category,day_of_week,post_hour,followers,reel_duration_sec,num_hashtags,caption_length,has_music,has_trending_audio,collab_post,avg_past_views,past_engagement_rate,num_mentions,is_sponsored,views
fashion,Saturday,19,5639,15,3,48,1,0,0,5582,0.0958,9,0,15162
travel,Saturday,17,120298,7,27,114,1,0,1,215,0.0922,9,0,16725
fitness,Monday,3,271,30,11,167,1,1,0,102,0.0617,2,0,1511
gaming,Thursday,21,265,30,23,276,1,1,0,3387,0.0467,9,0,14252
motivation,Monday,5,398,30,28,46,1,1,1,1994,0.0294,9,0,9367
food,Saturday,20,9457,45,13,258,1,1,0,1738,0.0365,9,0,44893
travel,Sunday,14,2575,45,8,215,1,0,0,301,0.0997,0,0,3393
gaming,Friday,0,2971,45,2,229,1,1,0,79,0.1335,1,0,5038
gaming,Tuesday,2,901,90,5,126,1,0,0,7323,0.0608,3,0,4564
fitness,Saturday,4,98464,15,2,224,0,0,0,868709,0.0227,6,0,182864
travel,Wednesday,21,180201,15,0,149,1,1,1,42,0.0069,7,0,105554
comedy,Tuesday,16,24785,30,25,286,1,1,0,8437,0.0639,3,0,40678
finance,Saturday,13,325,30,21,45,0,1,0,778,0.0387,2,0,3998
comedy,Friday,8,2045,30,20,13,0,0,0,2067,0.0518,9,0,7974
travel,Monday,2,21794,7,2,120,1,1,0,973,0.04,8,0,6772
comedy,Sunday,12,4525,30,29,190,1,0,0,88471,0.1013,7,0,68655
dance,Sunday,2,24934,90,13,165,1,0,0,220,0.0976,5,0,61040
motivation,Tuesday,10,46447,15,19,116,0,0,1,329,0.1373,8,0,32644
dance,Friday,1,152200,90,1,123,1,0,0,1277,0.1065,7,0,86466
education,Sunday,23,1512,30,11,53,1,0,0,3411,0.0289,6,0,943
comedy,Sunday,14,5689,15,25,270,0,0,0,15832,0.114,5,0,20480
education,Thursday,12,2223,30,9,198,1,1,0,2931,0.0313,9,0,15369
food,Wednesday,18,134,30,12,215,0,0,0,1721,0.086,2,0,4691
fashion,Tuesday,21,17376,30,29,112,1,0,0,453,0.0162,5,1,17878
food,Monday,15,13550,30,19,15,1,0,0,3056,0.0119,3,0,5912
travel,Sunday,17,1836,30,3,215,1,1,0,263,0.0723,4,0,1779
gaming,Thursday,6,276,7,18,134,0,1,0,1642,0.0202,6,0,16436
motivation,Friday,12,2461,15,21,42,1,0,0,709,0.0495,6,0,8349
comedy,Sunday,3,18325,15,0,251,1,0,0,153,0.0541,8,0,5049
fitness,Wednesday,8,54567,90,24,283,1,0,1,24768,0.1166,8,0,56516
fashion,Monday,9,1362,15,10,97,1,0,0,154,0.0532,5,0,8582
finance,Friday,8,36092,60,25,59,0,0,0,498,0.0767,5,0,9791
finance,Friday,6,15069,15,15,229,1,0,0,46,0.117,1,0,13696
finance,Tuesday,14,10340,7,18,130,1,0,0,783,0.0347,7,0,6033
comedy,Sunday,7,478,15,18,158,0,1,0,2610,0.1217,2,0,3670
finance,Tuesday,18,517,15,11,83,1,0,0,178,0.1256,0,0,3707
dance,Monday,10,1101,90,2,207,0,0,0,28,0.1484,3,0,2173
fashion,Sunday,4,2731,45,22,173,1,1,0,517,0.0694,4,0,9635
dance,Saturday,1,125660,90,23,287,1,1,1,801,0.0587,2,0,151229
gaming,Sunday,9,1492,60,17,80,1,1,0,685,0.1068,6,0,10196
fashion,Saturday,15,19697,30,16,17,1,0,1,26119,0.0134,4,0,16219
dance,Friday,22,2129,45,4,195,1,0,0,2142,0.0108,9,0,5098
fashion,Tuesday,12,11508,30,15,290,1,0,0,1831,0.0536,4,0,6545
gaming,Wednesday,7,4388,45,23,278,1,0,1,2121,0.1108,5,0,11418
education,Sunday,8,6759,15,13,253,0,0,1,2094,0.0219,5,0,4025
comedy,Wednesday,10,9559,30,18,141,1,1,0,451,0.0972,8,0,12871
comedy,Sunday,10,3136,30,5,164,1,1,0,168,0.0441,2,0,2006
finance,Friday,22,9643,7,2,4,1,1,0,153701,0.0995,7,0,40990
food,Tuesday,15,45299,30,30,250,1,1,0,818,0.0713,6,0,14008
finance,Monday,9,1264,60,5,149,0,0,0,1145,0.0217,8,0,3348
travel,Monday,23,41546,30,11,27,1,1,0,1200,0.0409,4,0,6362
dance,Monday,11,3049,30,19,236,1,1,0,241,0.0369,6,0,3333
fashion,Sunday,5,2520,15,29,131,1,1,0,1566,0.0289,7,0,5139
food,Sunday,11,17312,45,10,284,1,0,0,84,0.0729,8,0,6763
gaming,Wednesday,9,2659,30,30,292,1,0,0,4590,0.1434,7,0,14941
travel,Tuesday,17,8729,90,6,162,1,0,1,656,0.1004,1,0,6285
gaming,Sunday,17,7378,90,26,226,1,0,0,10472,0.1262,5,0,11220
comedy,Tuesday,3,115,60,25,129,1,1,0,3086,0.1473,3,0,3384
comedy,Wednesday,8,10421,7,0,57,1,1,0,2410,0.0834,3,0,10417
finance,Sunday,6,367,15,15,145,0,1,0,224,0.0395,8,0,6506
dance,Monday,17,421,90,15,121,1,0,0,1261,0.1395,6,0,12021
food,Monday,7,9505,60,16,191,1,0,0,4970,0.1064,5,0,20997
motivation,Friday,10,12911,60,14,244,1,0,0,1384,0.144,1,0,5151
travel,Saturday,6,43005,30,20,102,1,1,0,72,0.0994,0,0,39826
travel,Thursday,8,691,30,8,249,1,0,1,7870,0.1174,9,0,11990
finance,Saturday,7,1294,15,4,21,1,1,1,4972,0.1341,3,0,3769
comedy,Sunday,2,11337,60,19,59,1,1,0,54,0.1151,8,0,11450
finance,Tuesday,16,44520,45,7,237,1,1,0,1410,0.0866,3,0,19161
fashion,Sunday,1,6945,7,28,133,1,1,0,5600,0.0734,1,0,10608
food,Tuesday,14,1011,15,20,261,1,1,0,330,0.1244,7,0,6127
dance,Tuesday,13,73980,30,0,41,1,0,0,77,0.1169,5,1,33055
education,Saturday,17,3064,45,6,73,1,1,0,127,0.0581,0,0,1209
fitness,Thursday,15,3241,15,10,296,1,0,0,882,0.0773,3,0,2981
fitness,Friday,19,370,15,30,21,1,0,0,7053,0.0971,9,0,17007
finance,Saturday,21,18094,15,19,219,1,0,0,124,0.0091,4,0,4696
fashion,Thursday,3,22803,15,25,78,1,1,0,126,0.0409,0,1,10963
food,Monday,19,1379,90,20,234,1,0,0,597,0.0413,1,0,8150
motivation,Monday,5,114940,45,12,156,1,1,0,4338,0.1331,8,0,33999
fitness,Tuesday,5,1708,45,21,113,1,1,0,36592,0.0531,0,0,17853
food,Wednesday,10,15145,45,12,289,1,1,0,1307,0.084,7,0,10562
dance,Sunday,16,7350,30,6,95,1,0,0,284,0.1256,8,0,6654
gaming,Sunday,23,128,45,10,129,1,1,1,223,0.0427,1,0,2313
fashion,Tuesday,2,13082,90,17,108,0,0,0,17057,0.0229,1,0,8578
comedy,Wednesday,12,11130,45,30,74,1,0,0,87,0.1425,6,0,10596
food,Thursday,21,204,30,29,274,1,1,0,1615,0.1072,9,0,13241
dance,Monday,2,76542,45,30,19,1,0,0,15295,0.0307,8,0,15127
motivation,Sunday,15,11211,60,0,160,1,0,0,799,0.1239,9,0,4546
education,Saturday,14,45748,15,11,208,1,1,0,126,0.1191,8,0,50864
comedy,Wednesday,10,223,15,2,93,1,0,0,3160,0.1264,2,0,1803
education,Thursday,17,2347,60,25,81,1,0,0,1350,0.0451,6,0,4839
motivation,Monday,14,41154,90,27,103,1,1,0,2809,0.07,5,0,9984
dance,Saturday,4,292,30,0,236,1,0,0,3488,0.1056,7,0,3465
fitness,Wednesday,15,2475,30,3,259,1,0,0,3088,0.0616,7,0,7930
education,Tuesday,15,10215,15,5,159,1,1,0,1982,0.0151,7,0,1494
comedy,Tuesday,16,162,30,4,60,1,1,0,4247,0.0248,7,0,9249
finance,Tuesday,8,455,90,28,37,1,1,0,16287,0.0916,9,0,14480
travel,Sunday,22,59145,15,10,117,1,1,1,228,0.0594,5,0,38077
food,Thursday,2,5473,30,19,167,1,0,1,644,0.0058,8,0,4890
fitness,Tuesday,19,40866,60,22,68,1,1,0,5364,0.1162,4,0,79775
education,Sunday,12,6821,15,12,82,0,1,0,948,0.0654,3,0,2034
gaming,Friday,21,408649,45,10,234,1,0,0,87,0.0505,6,0,433139
food,Sunday,2,10826,30,26,41,1,1,0,2133,0.1085,2,0,11720
finance,Monday,6,48320,60,5,98,1,1,0,410,0.071,7,0,34948
motivation,Sunday,5,3155,90,18,129,1,0,0,76168,0.1058,7,0,13159
travel,Thursday,8,7181,30,24,27,1,1,1,7995,0.0069,4,0,11856
dance,Saturday,11,15605,60,14,232,1,1,1,11150,0.0064,9,0,6257
finance,Sunday,14,21037,90,20,228,1,0,0,1191,0.0862,7,0,26470
finance,Tuesday,20,4581,90,12,116,1,1,1,2040,0.1474,2,0,5140
motivation,Monday,19,4939,30,9,106,1,1,0,552,0.0445,2,0,3124
fashion,Wednesday,2,12130,30,0,294,1,1,0,205,0.104,3,0,2336
motivation,Tuesday,9,12115,15,12,159,0,0,0,177,0.03,8,0,7757
fashion,Monday,0,776,15,5,3,0,0,0,78684,0.0502,4,0,25792
fashion,Friday,18,7368,30,20,148,0,0,0,2425,0.0163,5,0,8514
fitness,Wednesday,18,8755,15,25,233,1,1,1,77,0.1327,3,1,17550
fitness,Friday,22,847,45,23,253,1,1,0,7502,0.05,8,0,12087
comedy,Saturday,22,25101,30,19,247,0,0,0,208223,0.0384,3,0,94548
education,Monday,12,10331,60,11,69,1,0,0,50,0.1109,2,0,5290
education,Friday,11,326168,60,16,202,1,0,0,3643,0.0339,1,0,124364
dance,Saturday,0,4689,15,26,147,1,1,0,116,0.0398,2,0,13037
education,Monday,18,37987,30,17,220,1,1,0,11059,0.02,0,0,24727
fitness,Monday,23,12970,45,23,185,1,0,0,15,0.1446,7,0,9907
comedy,Friday,15,156152,15,25,47,0,0,1,1283,0.0409,0,0,46146
comedy,Monday,22,857,7,7,262,1,0,0,2663,0.1494,5,0,8831
fashion,Tuesday,22,2015,60,28,295,1,0,0,68,0.0305,1,0,10318
motivation,Monday,14,912,15,13,291,1,1,0,2665,0.008,2,0,3826
dance,Thursday,15,4271,60,4,171,0,0,0,432,0.1349,8,0,5802
fashion,Saturday,10,649,60,21,30,0,0,0,34416,0.0891,8,0,10153
motivation,Monday,23,315,30,1,169,0,1,0,63,0.056,5,0,537
education,Thursday,5,105,60,26,43,1,1,0,6747,0.0794,6,0,3259
fashion,Monday,10,100,30,27,42,1,1,0,897,0.0428,4,1,2207
food,Monday,2,16018,60,24,133,0,1,0,14578,0.097,6,0,16652
education,Friday,14,2165,60,30,218,1,1,0,15264,0.0944,5,0,8531
motivation,Tuesday,0,533,7,21,85,1,1,0,662,0.0166,4,0,4434
dance,Saturday,6,1500,30,27,250,0,1,0,1002,0.137,2,0,19655
motivation,Tuesday,0,1900,30,24,264,1,1,0,6751,0.0718,1,0,4873
fashion,Wednesday,16,865,7,10,10,1,1,1,3114,0.0333,4,0,2639
fashion,Friday,8,88432,90,25,79,1,0,0,867,0.0496,7,0,81309
finance,Friday,22,62962,30,2,108,1,0,0,207,0.1306,4,0,58892
dance,Tuesday,12,85757,30,21,117,1,0,0,2277,0.0606,2,0,70118
gaming,Sunday,10,6785,15,25,251,1,1,0,118,0.0865,9,0,5496
education,Friday,19,8142,30,15,17,1,1,0,4009,0.1424,2,0,13913
comedy,Tuesday,5,1518,60,20,255,0,1,0,10108,0.0995,4,0,7329
dance,Friday,0,1069,30,15,244,1,0,0,210,0.103,8,0,7654
comedy,Monday,6,5110,45,8,152,1,0,1,476,0.041,7,0,9638
dance,Tuesday,11,15902,45,12,96,1,1,0,310,0.1019,6,0,12459
dance,Tuesday,21,42293,15,9,185,1,0,0,9025,0.0621,4,0,59856
motivation,Thursday,19,1839,30,30,29,1,0,0,1223,0.1371,8,0,8968
dance,Friday,22,515,15,16,114,1,1,0,527,0.0238,1,0,4989
finance,Friday,18,18419,7,24,240,1,0,0,4004,0.0464,5,0,10735
gaming,Tuesday,16,186,7,20,256,1,0,0,419,0.0146,6,0,2631
fashion,Monday,3,4579,90,16,112,1,0,0,729,0.0602,6,0,4182
travel,Monday,2,5771,90,9,28,1,0,0,117,0.0265,3,0,2620
comedy,Saturday,0,2485,7,7,225,0,0,0,5868,0.1275,1,0,5100
fashion,Monday,17,304,15,6,243,1,0,1,123,0.1391,0,0,1123
travel,Friday,20,2545,15,13,18,1,0,1,19261,0.1021,0,0,16067
gaming,Sunday,14,94520,60,21,111,1,0,0,1768,0.02,2,1,51169
gaming,Thursday,7,14258,30,17,211,1,1,0,801,0.0545,6,0,6181
comedy,Tuesday,0,39778,30,20,232,1,0,0,1068,0.1449,4,0,7351
comedy,Wednesday,19,549,30,18,158,0,0,0,33520,0.0248,6,0,51515
gaming,Thursday,13,7787,45,17,59,1,0,1,74,0.0857,8,0,19228
travel,Sunday,3,5761,15,13,92,1,0,0,86,0.0562,7,0,9102
dance,Wednesday,4,5966,15,9,247,1,0,0,7470,0.1499,0,0,10482
education,Thursday,22,13366,7,0,157,0,0,0,173,0.0464,3,0,3901
food,Monday,12,6407,30,8,140,1,1,0,250,0.0119,4,0,4039
fashion,Friday,23,577,60,17,219,1,1,0,452,0.1068,6,0,2726
motivation,Sunday,14,14821,15,12,88,1,1,0,10414,0.0524,7,0,18512
fashion,Wednesday,5,22327,15,26,154,1,0,0,5536,0.1003,7,0,6548
motivation,Sunday,0,52842,90,16,232,1,1,0,826,0.0202,3,0,58298
travel,Thursday,22,57215,15,29,192,1,0,0,2443,0.0808,6,0,22408
motivation,Friday,18,11586,7,22,98,1,1,0,2327,0.0594,1,0,14901
comedy,Sunday,12,628,60,24,112,1,0,0,147,0.0828,8,0,22962
education,Wednesday,5,313,45,21,106,1,1,0,169,0.1288,5,0,2723
education,Tuesday,14,3265,30,15,23,1,1,0,18,0.146,3,1,4415
comedy,Thursday,15,25720,45,23,280,1,0,0,21616,0.1142,5,0,6983
finance,Tuesday,23,22903,45,30,203,1,0,0,287,0.1162,6,1,4609
travel,Monday,22,8048,7,10,10,1,0,1,1126,0.0817,9,0,12064
finance,Tuesday,15,4601,45,22,204,1,0,0,3222,0.0191,7,0,9699
finance,Tuesday,9,151255,30,8,24,1,1,0,157,0.1017,3,0,47648
fashion,Saturday,21,13811,90,6,139,1,0,1,201,0.0264,8,0,17648
gaming,Thursday,8,4200,90,28,122,1,0,0,173,0.0406,5,0,43158
fashion,Monday,8,1537,30,21,10,1,1,0,3,0.1076,0,0,7161
gaming,Tuesday,16,799,30,0,265,0,0,0,962,0.1003,2,0,1007
food,Friday,16,670,15,8,80,0,0,0,117514,0.0506,0,0,32819
motivation,Wednesday,16,800,7,9,108,1,0,0,380,0.1169,5,0,4875
gaming,Tuesday,23,8149,30,15,207,1,1,0,401,0.1412,5,0,5609
comedy,Monday,11,4757,45,20,243,1,0,0,523,0.0841,6,1,3787
fashion,Tuesday,12,2733,30,28,275,1,1,1,2045,0.1033,0,0,16380
travel,Wednesday,11,18502,30,17,260,1,0,0,6392,0.0444,0,0,5260
motivation,Monday,13,127582,60,30,296,1,0,0,206,0.1458,4,1,66548
food,Thursday,9,1116,45,13,62,1,0,0,2765,0.0447,4,0,16109
gaming,Monday,22,1460,45,27,183,1,1,0,923,0.1337,0,0,5174
food,Thursday,18,100,7,10,31,1,0,0,1993,0.1395,6,0,5616
travel,Monday,1,4687,45,23,282,1,0,0,2704,0.1093,6,0,4046
finance,Sunday,3,3906,60,28,6,1,1,0,156,0.1227,5,0,4876
education,Wednesday,18,24514,7,3,173,1,1,0,382,0.0714,6,0,15096
travel,Wednesday,6,4203,30,29,145,1,1,0,2764,0.1383,5,0,21184
fitness,Monday,14,1705,90,18,251,0,0,0,828,0.1127,9,0,16703
travel,Sunday,14,6952,30,12,165,1,0,0,5347,0.0524,1,0,9363
food,Tuesday,23,13396,30,0,102,1,0,0,702,0.0101,4,0,1514
comedy,Wednesday,5,267,15,20,192,1,1,0,8274,0.0834,6,0,10694
fashion,Thursday,2,30103,30,18,16,1,0,0,21,0.1269,1,0,15961
comedy,Thursday,5,51603,30,14,89,1,0,0,2093,0.1298,4,0,30190
food,Friday,15,13166,15,19,85,0,0,1,83,0.1261,2,0,5853
fashion,Saturday,1,913,30,14,102,0,0,0,10329,0.0361,8,0,4431
fitness,Sunday,6,2732,15,24,81,0,1,0,813,0.0668,9,0,10160
education,Saturday,10,41322,45,10,125,1,1,0,555,0.094,0,0,11939
motivation,Saturday,6,844,90,29,37,0,1,0,210,0.1018,6,0,7870
food,Thursday,3,15238,30,22,212,1,0,0,4135,0.0535,9,0,19694
gaming,Friday,23,4485,30,26,224,1,1,0,3416,0.1054,3,0,9218
food,Saturday,19,6557,30,4,221,1,0,0,624,0.0907,4,0,15508
food,Saturday,6,1091,15,23,246,1,0,1,4150,0.0872,0,1,11357
fashion,Monday,3,8912,90,21,135,1,0,0,1704,0.1011,4,0,9581
dance,Monday,11,7834,15,9,285,1,0,0,1302,0.0925,7,0,4420
travel,Monday,4,324,15,17,230,1,0,0,5248,0.0292,5,0,7435
dance,Tuesday,22,4875,30,6,8,1,0,0,41056,0.1318,1,0,41332
fitness,Saturday,18,14839,45,0,224,1,1,0,1927,0.0399,1,0,12002
gaming,Tuesday,4,2456,30,2,106,1,1,0,1933,0.113,8,0,4384
education,Friday,18,100,15,27,186,1,0,1,6885,0.0306,0,0,7082
finance,Sunday,20,3997,60,0,220,1,0,0,163,0.1008,1,0,2819
fitness,Thursday,2,68847,30,29,94,0,0,0,760,0.1349,7,0,33049
finance,Saturday,10,2643,15,30,194,1,0,0,506,0.0064,5,0,3645
finance,Thursday,6,64316,30,16,241,1,0,0,1999,0.1471,2,0,86564
education,Sunday,16,1138,15,14,229,0,0,0,1692,0.0093,2,0,2063
comedy,Monday,8,608,30,4,4,1,1,0,36942,0.0066,8,0,69314
dance,Saturday,20,4869,45,21,3,1,0,0,21990,0.1293,1,0,40074
food,Wednesday,8,1118,45,15,263,1,0,0,53,0.1078,9,0,6498
motivation,Tuesday,9,8899,15,11,252,0,1,0,2240,0.0203,4,0,4928
finance,Tuesday,12,2513,15,18,162,1,1,0,4520,0.1409,6,0,8234
gaming,Saturday,14,69776,7,13,140,0,0,0,1297,0.1024,5,0,86865
fitness,Sunday,21,2219,15,2,295,1,0,0,390,0.0211,0,0,419
comedy,Monday,4,5776,7,18,18,0,1,1,17282,0.1298,9,0,12930
finance,Tuesday,2,14377,15,0,81,0,1,0,2122,0.0747,2,0,1470
comedy,Monday,7,27484,15,20,3,1,0,0,136,0.0453,4,0,23248
comedy,Friday,19,70499,30,0,127,1,1,0,7723,0.1246,2,0,170603
finance,Thursday,9,3220,30,25,186,1,0,1,2794,0.1121,2,0,7566
fashion,Sunday,12,2395,7,9,145,0,1,1,302,0.0953,4,0,5654
travel,Wednesday,2,156,30,2,151,0,0,0,238,0.1353,7,0,632
gaming,Thursday,21,193896,15,12,92,1,0,1,223,0.1299,9,0,144390
food,Thursday,7,9411,45,5,30,1,1,0,11701,0.0379,7,0,10967
food,Friday,8,19020,30,10,27,1,1,1,3565,0.1324,7,0,23092
gaming,Tuesday,21,13363,15,5,136,1,0,0,7423,0.0592,5,0,20510
fashion,Wednesday,20,5373,15,2,89,1,0,1,1650,0.0676,8,0,13919
food,Tuesday,11,9233,15,15,48,1,0,1,280,0.146,4,0,9039
comedy,Saturday,10,1794,45,8,257,1,0,0,223,0.1152,9,0,5464
education,Thursday,1,2853,90,7,5,1,0,1,9379,0.0516,6,0,4014
fitness,Saturday,17,888,7,26,28,1,1,0,2677,0.0989,0,0,6060
dance,Monday,8,81067,45,2,155,1,0,0,644,0.0832,3,0,47233
food,Thursday,1,13502,15,4,262,1,1,0,1144,0.0219,0,1,3874
gaming,Tuesday,1,172320,7,20,33,1,1,0,8072,0.1337,9,0,67940
education,Thursday,2,306658,7,30,236,1,0,1,3382,0.1242,1,0,150721
finance,Monday,15,392,60,13,137,0,1,0,911,0.1178,5,0,3298
travel,Friday,18,28952,30,4,56,1,1,0,999,0.0861,0,0,14027
gaming,Saturday,3,426,90,18,174,1,0,0,336,0.037,8,0,6356
comedy,Saturday,22,6763,30,4,213,1,1,0,1148,0.1332,5,0,24413
travel,Tuesday,17,8660,15,20,26,1,1,0,616,0.0562,7,0,9699
fitness,Thursday,19,484,45,19,294,1,0,0,992,0.0079,9,0,10534
fitness,Tuesday,17,1303,90,19,118,1,0,0,371,0.1474,9,1,6603
fashion,Friday,9,9401,60,1,146,1,1,0,75,0.1299,7,0,16289
motivation,Thursday,10,6750,45,24,264,1,0,0,7387,0.0953,1,0,12002
fashion,Thursday,16,785,15,30,257,1,1,0,3450,0.0068,1,0,3109
education,Tuesday,23,1399,7,6,188,1,1,0,644,0.038,2,0,1486
travel,Tuesday,22,335,15,0,230,1,0,0,576,0.0705,7,0,1570
motivation,Monday,23,563,30,20,197,0,0,0,68,0.0961,7,1,5153
finance,Sunday,19,2518,90,17,238,1,0,1,9244,0.1077,4,0,7824
comedy,Sunday,15,29068,45,9,69,1,0,0,13465,0.1193,1,0,28276
travel,Friday,19,36520,60,5,251,1,1,0,919,0.0856,3,0,22958
fashion,Sunday,12,133277,15,6,192,1,0,0,2108,0.1001,3,0,116606
dance,Monday,1,10547,45,11,24,0,0,0,151,0.1226,6,0,8851
motivation,Saturday,23,6897,60,17,69,0,0,0,1301,0.1094,3,0,7870
motivation,Thursday,1,11983,30,10,155,1,1,0,276,0.1434,9,0,24488
comedy,Tuesday,13,11778,30,21,145,1,0,0,278,0.1318,5,0,9792
food,Thursday,3,267,45,30,218,0,1,0,615,0.0296,1,0,6057
fitness,Thursday,16,147262,30,28,48,1,1,0,469,0.1424,1,0,156109
fitness,Wednesday,12,152,90,18,193,1,1,1,848,0.0346,4,0,10653
dance,Saturday,3,38862,30,24,39,1,0,1,9075,0.1487,0,0,29061
education,Wednesday,2,5439,15,30,84,0,0,0,16,0.1067,1,0,3292
education,Sunday,11,691,30,3,3,1,0,0,377,0.096,2,0,901
finance,Thursday,21,12790,15,18,289,1,0,0,3879,0.052,8,0,10097
travel,Tuesday,22,3973,30,12,246,0,1,0,1618,0.0243,8,1,4806
gaming,Thursday,7,1438,15,26,4,1,0,0,230,0.0233,6,0,7079
food,Saturday,1,408,90,18,225,0,0,0,73895,0.1307,4,0,77088
fashion,Wednesday,5,351,60,1,149,1,1,1,241033,0.0677,1,0,69912
gaming,Tuesday,21,1636,15,27,237,1,0,1,1063,0.0862,1,1,8408
gaming,Thursday,9,2448,15,8,147,0,0,0,150,0.1401,7,0,4123
motivation,Friday,11,556,30,7,102,1,0,1,663,0.042,2,0,2170
dance,Saturday,20,5267,45,20,174,1,1,0,115,0.1158,6,0,31418
fitness,Saturday,9,718,15,13,235,1,0,0,2443,0.0732,5,0,11238
finance,Friday,9,9399,7,29,33,1,1,0,3467,0.0358,5,0,24253
education,Thursday,22,45093,30,28,171,0,0,0,7868,0.1287,2,0,19772
dance,Saturday,2,8274,45,8,5,1,0,1,2437,0.1036,5,0,7285
motivation,Tuesday,19,4150,15,12,284,1,1,0,1732,0.0188,3,1,4893
fashion,Thursday,9,1876,45,17,224,1,1,0,146,0.0836,0,0,14192
finance,Thursday,8,66368,90,5,52,1,0,0,95,0.1285,7,0,42147
motivation,Wednesday,19,3469,15,22,256,1,1,1,19,0.0147,8,0,4129
fitness,Saturday,18,434696,30,21,58,1,0,1,1289,0.0654,2,0,548527
fitness,Saturday,13,584,7,30,245,0,1,0,6164,0.1218,0,0,11010
fitness,Friday,1,8281,15,2,6,0,1,0,10974,0.1295,0,1,14873
dance,Wednesday,4,62498,7,9,213,1,0,1,5855,0.1174,0,0,73894
dance,Sunday,19,1419,30,29,77,1,1,0,526,0.0493,8,0,9154
education,Wednesday,7,3213,60,9,188,1,0,1,45175,0.0785,9,0,53552
education,Saturday,6,15169,30,9,215,1,1,1,164,0.1125,4,0,16724
fashion,Thursday,5,9879,15,8,282,1,1,0,149,0.0271,2,0,3783
finance,Wednesday,10,13459,7,29,60,1,0,0,5081,0.0913,9,0,8155
comedy,Friday,11,39674,30,30,60,1,0,0,18260,0.1095,8,0,19935
comedy,Wednesday,17,2632,15,11,214,1,1,0,39549,0.1282,9,1,20137
motivation,Friday,18,65293,15,23,44,1,0,0,8056,0.0212,8,0,27917
fitness,Sunday,9,222,30,30,171,1,1,1,4765,0.0528,5,0,7297
finance,Wednesday,20,34179,60,7,220,1,0,1,5572,0.0835,4,0,14829
gaming,Friday,13,38753,7,23,94,1,1,0,628,0.1067,0,0,73241
dance,Wednesday,2,1219,45,8,43,1,0,0,220,0.1109,5,1,3302
travel,Sunday,17,360,7,16,227,1,0,0,1899,0.0417,4,0,2465
food,Wednesday,23,3236,30,7,61,1,1,1,36,0.007,8,0,4203
fashion,Tuesday,14,10166,30,17,218,0,1,0,591,0.1056,6,0,16987
fitness,Friday,5,2688,60,19,88,1,0,1,379,0.1368,2,0,6190
fitness,Sunday,9,12130,30,16,111,0,0,0,3521,0.1206,4,0,8643
fitness,Friday,11,160803,30,27,206,1,1,0,1703,0.0953,5,0,25312
dance,Friday,6,421,15,5,202,1,1,0,21438,0.1467,1,0,13182
dance,Monday,16,145,7,9,296,1,1,0,5679,0.0678,6,0,7879
food,Sunday,0,4338,30,0,32,1,1,0,305,0.0811,8,0,6159
gaming,Wednesday,17,1444,60,27,214,1,0,1,4209,0.0068,9,0,4987
finance,Friday,14,2070,30,20,11,1,1,0,34,0.1422,8,0,6848
fitness,Saturday,18,48071,45,30,1,1,1,1,4744,0.0896,4,0,99946
comedy,Monday,0,3955,15,24,148,1,0,0,246,0.0617,7,0,5027
education,Tuesday,4,4664,30,0,141,1,0,0,325,0.0115,8,1,2589
comedy,Friday,14,2238,15,8,289,1,0,0,16089,0.0576,5,0,16936
motivation,Friday,2,4583,15,19,206,0,1,0,2390,0.0055,3,0,6213
comedy,Monday,0,7968,30,2,191,1,1,1,745,0.052,3,0,3621
motivation,Wednesday,7,738413,45,23,251,1,1,0,8373,0.143,2,0,367591
travel,Saturday,11,8130,30,5,203,1,0,0,20879,0.0274,8,0,23412
education,Tuesday,21,39848,45,6,45,1,1,0,148,0.0841,9,0,11843
comedy,Friday,18,6874,45,8,260,1,1,1,263,0.0321,5,0,9893
travel,Wednesday,11,127,15,4,65,1,0,0,5554,0.1186,7,0,3222
fashion,Sunday,12,1770,45,28,149,1,0,0,2024,0.0865,1,0,13917
finance,Saturday,0,8119,15,15,69,1,1,0,26,0.0343,3,0,3330
travel,Sunday,18,18072,15,1,1,1,1,0,38768,0.1306,1,0,47129
finance,Saturday,5,7175,15,2,28,1,0,0,418,0.1187,2,0,1684
comedy,Tuesday,7,25761,15,2,255,1,0,1,146,0.1429,1,0,27206
gaming,Thursday,3,354,45,19,60,1,0,0,1122,0.0051,8,0,14251
travel,Saturday,4,5365,60,25,99,1,0,0,6661,0.0713,8,0,4024
education,Thursday,21,53655,15,22,143,1,0,0,10607,0.15,5,0,33150
comedy,Sunday,6,855,7,27,191,1,0,1,1229,0.1226,6,0,16759
fitness,Saturday,22,36940,15,9,269,1,1,0,174845,0.1255,4,0,867625
dance,Tuesday,3,33658,45,21,298,1,1,0,310557,0.0951,9,0,183529
travel,Monday,19,530,30,2,203,1,0,0,2686,0.1084,0,0,1590
education,Tuesday,3,9028,30,14,244,1,1,0,968,0.1218,3,0,5095
fashion,Tuesday,14,6541,45,13,30,0,1,0,559,0.0184,3,0,3307
fitness,Monday,20,3577,30,22,51,1,0,0,807,0.1054,7,0,14166
fashion,Monday,4,314,90,3,242,1,0,0,21811,0.1232,4,1,14600
comedy,Wednesday,23,3060,15,9,262,0,1,0,2146,0.0109,2,0,6166
dance,Saturday,8,3709,90,10,173,1,1,0,6251,0.0481,0,0,13017
travel,Sunday,1,231,15,10,99,1,0,1,4393,0.052,0,0,2186
